السنة,القطاع_العام,الحجم,المنطقة,إجمالي_عدد_المنشآت,share,الإيرادات_موزع,النفقات_موزع,التعويضات_موزع,الفائض_موزع
2024,الأنشطة العقارية,صغيرة,منطقة عسير,124.0,0.07663782447466007,156257.04021299275,63857.91608584114,15332.968773198745,92399.12412715162
2024,الأنشطة العقارية,متناهية الصغر,منطقة عسير,1480.0,0.9147095179233622,206696.27761996587,72503.28121715414,35211.00056305981,134192.99640281172
2024,الأنشطة العقارية,متوسطة,منطقة عسير,14.0,0.00865265760197775,198698.440928654,71212.69827742936,57274.976252256034,127485.74265122463
2024,الأنشطة المالية وأنشطة التأمين,صغيرة,منطقة عسير,14.0,0.112,85539.10296296296,19308.9037037037,9485.160740740741,66230.19925925926
2024,الأنشطة المالية وأنشطة التأمين,متناهية الصغر,منطقة عسير,93.0,0.744,56956.62270491802,20401.730163934426,7750.856311475411,36554.892540983594
2024,الأنشطة المالية وأنشطة التأمين,متناهية الصغر,منطقة عسير,17.0,0.136,10411.425655737703,3729.348524590164,1416.8231967213117,6682.077131147539
2024,الأنشطة المالية وأنشطة التأمين,متوسطة,منطقة عسير,1.0,0.008,69112.60333333333,18159.086666666666,9737.19,50953.51666666666
2024,الأنشطة المهنية والعلمية والتقنية,صغيرة,منطقة عسير,84.0,0.027559055118110236,48267.699447513805,23083.608397790056,9673.934254143647,25184.09104972375
2024,الأنشطة المهنية والعلمية والتقنية,صغيرة,منطقة عسير,182.0,0.05971128608923885,104580.01546961325,50014.48486187845,20960.190883977903,54565.5306077348
2024,الأنشطة المهنية والعلمية والتقنية,صغيرة,منطقة عسير,4.0,0.0013123359580052493,2298.4618784530385,1099.2194475138122,460.66353591160225,1199.2424309392263
2024,الأنشطة المهنية والعلمية والتقنية,صغيرة,منطقة عسير,16.0,0.005249343832020997,9193.847513812154,4396.877790055249,1842.654143646409,4796.969723756905
2024,الأنشطة المهنية والعلمية والتقنية,صغيرة,منطقة عسير,78.0,0.025590551181102362,44820.00662983425,21434.77922651934,8982.938950276244,23385.22740331491
2024,الأنشطة المهنية والعلمية والتقنية,صغيرة,منطقة عسير,15.0,0.004921259842519685,8619.232044198894,4122.072928176795,1727.4882596685084,4497.159116022099
2024,الأنشطة المهنية والعلمية والتقنية,صغيرة,منطقة عسير,4.0,0.0013123359580052493,2298.4618784530385,1099.2194475138122,460.66353591160225,1199.2424309392263
2024,الأنشطة المهنية والعلمية والتقنية,متناهية الصغر,منطقة عسير,803.0,0.2634514435695538,51356.39378645344,24236.36431326435,8373.820729068673,27120.02947318909
2024,الأنشطة المهنية والعلمية والتقنية,متناهية الصغر,منطقة عسير,1027.0,0.33694225721784776,65682.46129350894,30997.193212605835,10709.73087017874,34685.2680809031
2024,الأنشطة المهنية والعلمية والتقنية,متناهية الصغر,منطقة عسير,71.0,0.023293963254593177,4540.8517544684855,2142.9413029162747,740.4000893697084,2397.910451552211
2024,الأنشطة المهنية والعلمية والتقنية,متناهية الصغر,منطقة عسير,116.0,0.03805774278215223,7418.856387582315,3501.143537158984,1209.6677516462842,3917.7128504233306
2024,الأنشطة المهنية والعلمية والتقنية,متناهية الصغر,منطقة عسير,382.0,0.12532808398950132,24431.061552210725,11529.627855127,3983.5610442144875,12901.433697083725
2024,الأنشطة المهنية والعلمية والتقنية,متناهية الصغر,منطقة عسير,232.0,0.07611548556430446,14837.71277516463,7002.287074317968,2419.3355032925683,7835.425700846661
2024,الأنشطة المهنية والعلمية والتقنية,متناهية الصغر,منطقة عسير,14.0,0.004593175853018373,895.379219190969,422.55180620884295,145.99438381937912,472.8274129821261
2024,الأنشطة المهنية والعلمية والتقنية,متوسطة,منطقة عسير,7.0,0.0022965879265091863,67413.74043478261,26731.475217391304,12883.475652173913,40682.26521739131
2024,الأنشطة المهنية والعلمية والتقنية,متوسطة,منطقة عسير,8.0,0.0026246719160104987,77044.2747826087,30550.25739130435,14723.972173913044,46494.017391304355
2024,الأنشطة المهنية والعلمية والتقنية,متوسطة,منطقة عسير,5.0,0.0016404199475065617,48152.67173913044,19093.910869565218,9202.482608695653,29058.760869565223
2024,التشييد,صغيرة,منطقة عسير,937.0,0.016001776077600928,736116.4855069949,251818.41738570223,110791.793476844,484298.0681212926
2024,التشييد,صغيرة,منطقة عسير,218.0,0.003722931894255072,171262.96034207565,58587.42261481653,25776.53252716328,112675.53772725911
2024,التشييد,صغيرة,منطقة عسير,2918.0,0.04983263884145092,2292409.7168723703,784211.4641744707,345027.1647443232,1508198.2526978995
2024,التشييد,متناهية الصغر,منطقة عسير,13960.0,0.23840426258624223,905860.3316685745,345256.9197042888,235610.71012075734,560603.4119642857
2024,التشييد,متناهية الصغر,منطقة عسير,750.0,0.012808251929776623,48667.28142918559,18548.90327924188,12658.168523679657,30118.37814994371
2024,التشييد,متناهية الصغر,منطقة عسير,39417.0,0.6731504884213403,2557757.642792278,974856.1607438362,665262.704930508,1582901.4820484417
2024,التشييد,متوسطة,منطقة عسير,37.0,0.0006318737618689801,280165.596757157,93953.54873472262,51543.38302788722,186212.0480224344
2024,التشييد,متوسطة,منطقة عسير,97.0,0.00165653391625111,734488.1860930873,246310.65479102955,135127.24739743405,488177.5313020578
2024,التشييد,متوسطة,منطقة عسير,222.0,0.0037912425712138807,1680993.580542942,563721.2924083357,309260.2981673233,1117272.2881346063
2024,التعدين واستغلال المحاجر,صغيرة,منطقة عسير,3.0,0.005597014925373134,2320.703025507232,668.5242146383627,572.5719379561422,1652.1788108688693
2024,التعدين واستغلال المحاجر,صغيرة,منطقة عسير,78.0,0.1455223880597015,60338.27866318802,17381.62958059743,14886.870386859695,42956.64908259059
2024,التعدين واستغلال المحاجر,صغيرة,منطقة عسير,5.0,0.009328358208955223,3867.838375845386,1114.2070243972712,954.2865632602368,2753.631351448115
2024,التعدين واستغلال المحاجر,متناهية الصغر,منطقة عسير,47.0,0.08768656716417911,16371.259226267295,6935.403952009302,2463.682125809854,9435.855274257992
2024,التعدين واستغلال المحاجر,متناهية الصغر,منطقة عسير,11.0,0.020522388059701493,3831.571308275324,1623.1796483426026,576.6064549767743,2208.3916599327213
2024,التعدين واستغلال المحاجر,متناهية الصغر,منطقة عسير,243.0,0.4533582089552239,84642.8934464458,35857.51404975022,12737.760778123287,48785.37939669558
2024,التعدين واستغلال المحاجر,متناهية الصغر,منطقة عسير,7.0,0.013059701492537313,2438.2726507206607,1032.9325034907472,366.93138043976546,1405.3401472299136
2024,التعدين واستغلال المحاجر,متناهية الصغر,منطقة عسير,112.0,0.208955223880597,39012.36241153057,16526.920055851955,5870.902087036247,22485.442355678617
2024,التعدين واستغلال المحاجر,متوسطة,منطقة عسير,30.0,0.055970149253731345,391637.0646819958,107195.58936226025,34211.96136406039,284441.47531973553
2024,التعليم,صغيرة,منطقة عسير,326.0,0.26311541565778856,203517.74479357904,52214.760205801605,78325.56223888774,151302.98458777744
2024,التعليم,متناهية الصغر,منطقة عسير,824.0,0.6650524616626311,12444.907501049962,4148.652218310561,3512.428351006235,8296.255282739401
2024,التعليم,متوسطة,منطقة عسير,89.0,0.07183212267958031,444127.65603593324,159564.4364706079,169616.25662435996,284563.2195653253
2024,الصحة والعمل الاجتماعي,صغيرة,منطقة عسير,288.0,0.1267605633802817,104917.44970943932,22843.32440703902,35448.89410169595,82074.1253024003
2024,الصحة والعمل الاجتماعي,صغيرة,منطقة عسير,21.0,0.009242957746478873,7650.23070797995,1665.6590713465953,2584.81519491533,5984.5716366333545
2024,الصحة والعمل الاجتماعي,صغيرة,منطقة عسير,823.0,0.36223591549295775,299816.184412738,65277.972177059426,101300.1383531103,234538.2122356786
2024,الصحة والعمل الاجتماعي,متناهية الصغر,منطقة عسير,512.0,0.22535211267605634,63480.79613436333,22752.21425921789,9806.988210534895,40728.581875145435
2024,الصحة والعمل الاجتماعي,متناهية الصغر,منطقة عسير,3.0,0.0013204225352112676,371.9577898497851,133.31375542510483,57.4628215461029,238.64403442468029
2024,الصحة والعمل الاجتماعي,متناهية الصغر,منطقة عسير,439.0,0.1932218309859155,54429.823248018554,19508.24621054034,8408.726219579725,34921.577037478215
2024,الصحة والعمل الاجتماعي,متوسطة,منطقة عسير,14.0,0.006161971830985915,133865.3004885514,40608.97627611545,35922.440422221756,93256.32421243595
2024,الصحة والعمل الاجتماعي,متوسطة,منطقة عسير,4.0,0.0017605633802816902,38247.228711014686,11602.5646503187,10263.554406349074,26644.664060695985
2024,الصحة والعمل الاجتماعي,متوسطة,منطقة عسير,168.0,0.07394366197183098,1606383.6058626168,487307.7153133854,431069.28506666113,1119075.8905492313
2024,الصناعات التحويلية,صغيرة,منطقة عسير,97.0,0.0042637362637362635,80463.85970456245,40379.717550486166,9888.550370231864,40084.14215407628
2024,الصناعات التحويلية,صغيرة,منطقة عسير,64.0,0.002813186813186813,53089.55691847419,26642.287868362007,6524.404367988033,26447.269050112183
2024,الصناعات التحويلية,صغيرة,منطقة عسير,28.0,0.0012307692307692308,23226.681151832458,11656.000942408378,2854.4269109947645,11570.68020942408
2024,الصناعات التحويلية,صغيرة,منطقة عسير,9.0,0.0003956043956043956,7465.718941660433,3746.5717314884073,917.4943642483172,3719.147210172026
2024,الصناعات التحويلية,صغيرة,منطقة عسير,1.0,4.3956043956043955e-05,829.5243268511592,416.28574794315637,101.94381824981302,413.23857890800286
2024,الصناعات التحويلية,صغيرة,منطقة عسير,218.0,0.009582417582417582,180836.3032535527,90750.29305160808,22223.752378459238,90086.01020194462
2024,الصناعات التحويلية,صغيرة,منطقة عسير,1.0,4.3956043956043955e-05,829.5243268511592,416.28574794315637,101.94381824981302,413.23857890800286
2024,الصناعات التحويلية,صغيرة,منطقة عسير,62.0,0.0027252747252747254,51430.508264771874,25809.716372475694,6320.5167314884075,25620.79189229618
2024,الصناعات التحويلية,صغيرة,منطقة عسير,18.0,0.0007912087912087913,14931.437883320867,7493.143462976815,1834.9887284966344,7438.294420344052
2024,الصناعات التحويلية,صغيرة,منطقة عسير,5.0,0.00021978021978021978,4147.621634255796,2081.428739715782,509.7190912490651,2066.1928945400145
2024,الصناعات التحويلية,صغيرة,منطقة عسير,5.0,0.00021978021978021978,4147.621634255796,2081.428739715782,509.7190912490651,2066.1928945400145
2024,الصناعات التحويلية,صغيرة,منطقة عسير,53.0,0.0023296703296703295,43964.789323111436,22063.144640987288,5403.02236724009,21901.644682124148
2024,الصناعات التحويلية,صغيرة,منطقة عسير,511.0,0.02246153846153846,423886.93102094234,212722.0171989529,52093.291125654454,211164.91382198944
2024,الصناعات التحويلية,صغيرة,منطقة عسير,275.0,0.012087912087912088,228119.1898840688,114478.580684368,28034.55001869858,113640.60919970079
2024,الصناعات التحويلية,صغيرة,منطقة عسير,90.0,0.003956043956043956,74657.18941660433,37465.717314884074,9174.943642483171,37191.47210172026
2024,الصناعات التحويلية,صغيرة,منطقة عسير,36.0,0.0015824175824175825,29862.875766641733,14986.28692595363,3669.977456993269,14876.588840688104
2024,الصناعات التحويلية,صغيرة,منطقة عسير,163.0,0.007164835164835165,135212.46527673895,67854.57691473448,16616.842374719523,67357.88836200447
2024,الصناعات التحويلية,صغيرة,منطقة عسير,5.0,0.00021978021978021978,4147.621634255796,2081.428739715782,509.7190912490651,2066.1928945400145
2024,الصناعات التحويلية,صغيرة,منطقة عسير,436.0,0.019164835164835164,361672.6065071054,181500.58610321616,44447.504756918475,180172.02040388924
2024,الصناعات التحويلية,صغيرة,منطقة عسير,16.0,0.0007032967032967033,13272.389229618548,6660.571967090502,1631.1010919970083,6611.817262528046
2024,الصناعات التحويلية,صغيرة,منطقة عسير,99.0,0.0043516483516483516,82122.90835826476,41212.28904637248,10092.438006731489,40910.619311892275
2024,الصناعات التحويلية,صغيرة,منطقة عسير,45.0,0.001978021978021978,37328.59470830217,18732.858657442037,4587.4718212415855,18595.73605086013
2024,الصناعات التحويلية,متناهية الصغر,منطقة عسير,1287.0,0.05657142857142857,180342.11909529555,79736.0581845597,19826.970307599517,100606.06091073585
2024,الصناعات التحويلية,متناهية الصغر,منطقة عسير,158.0,0.006945054945054945,22139.902732755785,9788.886707972364,2434.080270863033,12351.016024783421
2024,الصناعات التحويلية,متناهية الصغر,منطقة عسير,123.0,0.005406593406593407,17235.49389955039,7620.462437218993,1894.8852741528676,9615.031462331397
2024,الصناعات التحويلية,متناهية الصغر,منطقة عسير,61.0,0.0026813186813186814,8547.683966443688,3779.2537290273053,939.7398514091457,4768.4302374163835
2024,الصناعات التحويلية,متناهية الصغر,منطقة عسير,28.0,0.0012307692307692308,3923.5270665643166,1734.7394166026975,431.3559973681324,2188.787649961619
2024,الصناعات التحويلية,متناهية الصغر,منطقة عسير,20.0,0.0008791208791208791,2802.5193332602257,1239.099583287641,308.1114266915232,1563.4197499725847
2024,الصناعات التحويلية,متناهية الصغر,منطقة عسير,2381.0,0.10465934065934065,333639.9266246299,147514.80539039368,36680.665347625836,186125.1212342362
2024,الصناعات التحويلية,متناهية الصغر,منطقة عسير,133.0,0.005846153846153846,18636.7535661805,8240.012228862814,2048.940987498629,10396.741337317688
2024,الصناعات التحويلية,متناهية الصغر,منطقة عسير,229.0,0.010065934065934066,32088.846365829588,14187.69022864349,3527.8758356179405,17901.156137186095
2024,الصناعات التحويلية,متناهية الصغر,منطقة عسير,107.0,0.004703296703296703,14993.47843294221,6629.18277058888,1648.396132799649,8364.295662353328
2024,الصناعات التحويلية,متناهية الصغر,منطقة عسير,68.0,0.002989010989010989,9528.565733084768,4212.93858317798,1047.5788507511788,5315.627149906788
2024,الصناعات التحويلية,متناهية الصغر,منطقة عسير,2.0,8.791208791208791e-05,280.2519333260226,123.9099583287641,30.811142669152318,156.3419749972585
2024,الصناعات التحويلية,متناهية الصغر,منطقة عسير,144.0,0.00632967032967033,20178.139199473626,8921.516999671016,2218.402272178967,11256.62219980261
2024,الصناعات التحويلية,متناهية الصغر,منطقة عسير,1324.0,0.0581978021978022,185526.77986182694,82028.39241364184,20396.976446978835,103498.38744818511
2024,الصناعات التحويلية,متناهية الصغر,منطقة عسير,4749.0,0.20874725274725275,665458.2156826407,294224.1960516504,73161.05826790218,371234.0196309903
2024,الصناعات التحويلية,متناهية الصغر,منطقة عسير,1275.0,0.056043956043956046,178660.6074953394,78992.59843458711,19642.103451584604,99668.0090607523
2024,الصناعات التحويلية,متناهية الصغر,منطقة عسير,99.0,0.0043516483516483516,13872.47069963812,6133.542937273824,1525.1515621230396,7738.927762364296
2024,الصناعات التحويلية,متناهية الصغر,منطقة عسير,4462.0,0.19613186813186814,625242.0632503564,276443.11703147274,68739.65929487882,348798.9462188836
2024,الصناعات التحويلية,متناهية الصغر,منطقة عسير,33.0,0.0014505494505494506,4624.156899879373,2044.5143124246079,508.38385404101325,2579.642587454765
2024,الصناعات التحويلية,متناهية الصغر,منطقة عسير,2867.0,0.126021978021978,401741.1464228534,177624.92526428335,44167.77301622985,224116.22115857006
2024,الصناعات التحويلية,متناهية الصغر,منطقة عسير,386.0,0.016967032967032968,54088.62313192236,23914.621957451473,5946.550535146397,30174.001174470886
2024,الصناعات التحويلية,متناهية الصغر,منطقة عسير,141.0,0.006197802197802198,19757.76129948459,8735.652062177869,2172.1855581752384,11022.109237306722
2024,الصناعات التحويلية,متناهية الصغر,منطقة عسير,49.0,0.0021538461538461538,6866.1723664875535,3035.7939790547207,754.8729953942318,3830.378387432833
2024,الصناعات التحويلية,متوسطة,منطقة عسير,6.0,0.0002637362637362637,82953.24481481481,45649.30222222222,7824.976666666667,37303.94259259259
2024,الصناعات التحويلية,متوسطة,منطقة عسير,4.0,0.00017582417582417582,55302.16320987654,30432.868148148147,5216.651111111111,24869.295061728393
2024,الصناعات التحويلية,متوسطة,منطقة عسير,14.0,0.0006153846153846154,193557.5712345679,106515.03851851852,18258.27888888889,87042.53271604939
2024,الصناعات التحويلية,متوسطة,منطقة عسير,17.0,0.0007472527472527472,235034.1936419753,129339.68962962963,22170.767222222225,105694.50401234566
2024,الصناعات التحويلية,متوسطة,منطقة عسير,15.0,0.0006593406593406593,207383.11203703703,114123.25555555554,19562.441666666666,93259.85648148149
2024,الصناعات التحويلية,متوسطة,منطقة عسير,5.0,0.00021978021978021978,69127.70401234567,38041.085185185184,6520.813888888889,31086.618827160484
2024,الصناعات التحويلية,متوسطة,منطقة عسير,4.0,0.00017582417582417582,55302.16320987654,30432.868148148147,5216.651111111111,24869.295061728393
2024,الصناعات التحويلية,متوسطة,منطقة عسير,3.0,0.00013186813186813186,41476.622407407405,22824.65111111111,3912.4883333333337,18651.971296296295
2024,الصناعات التحويلية,متوسطة,منطقة عسير,10.0,0.00043956043956043956,138255.40802469134,76082.17037037037,13041.627777777778,62173.23765432097
2024,الصناعات التحويلية,متوسطة,منطقة عسير,147.0,0.006461538461538461,2032354.4979629628,1118407.9044444445,191711.92833333334,913946.5935185184
2024,الصناعات التحويلية,متوسطة,منطقة عسير,24.0,0.0010549450549450549,331812.97925925924,182597.20888888888,31299.90666666667,149215.77037037036
2024,الصناعات التحويلية,متوسطة,منطقة عسير,5.0,0.00021978021978021978,69127.70401234567,38041.085185185184,6520.813888888889,31086.618827160484
2024,الصناعات التحويلية,متوسطة,منطقة عسير,12.0,0.0005274725274725274,165906.48962962962,91298.60444444444,15649.953333333335,74607.88518518518
2024,الصناعات التحويلية,متوسطة,منطقة عسير,12.0,0.0005274725274725274,165906.48962962962,91298.60444444444,15649.953333333335,74607.88518518518
2024,الصناعات التحويلية,متوسطة,منطقة عسير,77.0,0.003384615384615385,1064566.6417901234,585832.7118518518,100420.5338888889,478733.92993827164
2024,الصناعات التحويلية,متوسطة,منطقة عسير,28.0,0.0012307692307692308,387115.1424691358,213030.07703703703,36516.55777777778,174085.06543209878
2024,الصناعات التحويلية,متوسطة,منطقة عسير,4.0,0.00017582417582417582,55302.16320987654,30432.868148148147,5216.651111111111,24869.295061728393
2024,الفنون والترفية والتسلية,صغيرة,منطقة عسير,8.0,0.007540056550424128,6378.658596491227,2548.754736842105,666.4856140350877,3829.9038596491223
2024,الفنون والترفية والتسلية,صغيرة,منطقة عسير,191.0,0.18001885014137606,152290.47399122806,60851.51934210526,15912.344035087719,91438.95464912281
2024,الفنون والترفية والتسلية,متناهية الصغر,منطقة عسير,50.0,0.0471253534401508,16122.255016722409,7064.990802675586,1432.6872909698995,9057.264214046823
2024,الفنون والترفية والتسلية,متناهية الصغر,منطقة عسير,43.0,0.04052780395852969,13865.139314381271,6075.892090301003,1232.1110702341136,7789.247224080268
2024,الفنون والترفية والتسلية,متناهية الصغر,منطقة عسير,762.0,0.7181903864278982,245703.1664548495,107670.45983277592,21834.154314381267,138032.7066220736
2024,الفنون والترفية والتسلية,متوسطة,منطقة عسير,3.0,0.002827521206409048,21895.35,5253.585,3922.0874999999996,16641.765
2024,الفنون والترفية والتسلية,متوسطة,منطقة عسير,4.0,0.003770028275212064,29193.8,7004.78,5229.45,22189.02
2024,المعلومات والاتصالات,صغيرة,منطقة عسير,4.0,0.0064,4339.319812165455,1598.1684935353933,1003.462461016367,2741.1513186300617
2024,المعلومات والاتصالات,صغيرة,منطقة عسير,15.0,0.024,16272.449295620456,5993.131850757725,3762.9842288113764,10279.31744486273
2024,المعلومات والاتصالات,صغيرة,منطقة عسير,2.0,0.0032,2169.6599060827275,799.0842467676966,501.7312305081835,1370.5756593150309
2024,المعلومات والاتصالات,صغيرة,منطقة عسير,1.0,0.0016,1084.8299530413638,399.5421233838483,250.86561525409175,685.2878296575154
2024,المعلومات والاتصالات,صغيرة,منطقة عسير,6.0,0.0096,6508.9797182481825,2397.25274030309,1505.1936915245506,4111.726977945093
2024,المعلومات والاتصالات,متناهية الصغر,منطقة عسير,47.0,0.0752,5336.335112845088,2129.2681208390095,1394.108042693071,3207.066992006078
2024,المعلومات والاتصالات,متناهية الصغر,منطقة عسير,223.0,0.3568,25319.207024775627,10102.697679725514,6614.59773447989,15216.509345050114
2024,المعلومات والاتصالات,متناهية الصغر,منطقة عسير,26.0,0.0416,2952.015168807921,1177.8930030173244,771.2087044685073,1774.1221657905965
2024,المعلومات والاتصالات,متناهية الصغر,منطقة عسير,64.0,0.1024,7266.498877065651,2899.4289305041834,1898.3598879224796,4367.069946561467
2024,المعلومات والاتصالات,متناهية الصغر,منطقة عسير,29.0,0.0464,3292.632303670373,1313.803734134708,860.1943242148736,1978.8285695356649
2024,المعلومات والاتصالات,متناهية الصغر,منطقة عسير,206.0,0.3296,23389.043260555063,9332.536870060341,6110.345889250481,14056.506390494722
2024,المعلومات والاتصالات,متوسطة,منطقة عسير,2.0,0.0032,31755.490900912773,12036.239059280826,4710.458301344925,19719.251841631947
2024,النقل والتخزين,صغيرة,منطقة عسير,3.0,0.00029357079949114397,2160.7240337976145,760.5388031893272,500.6957733259246,1400.1852306082874
2024,النقل والتخزين,صغيرة,منطقة عسير,187.0,0.01829924650161464,134685.1314400513,47406.91873213473,31210.03653731597,87278.21270791658
2024,النقل والتخزين,صغيرة,منطقة عسير,1013.0,0.09912907329484294,729604.4820789946,256808.60254359615,169068.27279305388,472795.87953539845
2024,النقل والتخزين,صغيرة,منطقة عسير,5.0,0.0004892846658185732,3601.206722996025,1267.564671982212,834.4929555432077,2333.6420510138128
2024,النقل والتخزين,صغيرة,منطقة عسير,2.0,0.0001957138663274293,1440.4826891984098,507.0258687928848,333.7971822172831,933.456820405525
2024,النقل والتخزين,متناهية الصغر,منطقة عسير,79.0,0.007730697719933457,1602.4686043606728,632.1332252486526,365.35247844152275,970.3353791120202
2024,النقل والتخزين,متناهية الصغر,منطقة عسير,1146.0,0.11214404540561698,23245.93696958647,9169.93260930324,5299.92329486057,14076.00436028323
2024,النقل والتخزين,متناهية الصغر,منطقة عسير,7569.0,0.7406791271161561,153532.7198279232,60564.76432793736,35004.46720663147,92967.95549998584
2024,النقل والتخزين,متناهية الصغر,منطقة عسير,44.0,0.004305705059203444,892.5141593907545,352.0742014043128,203.48745634717721,540.4399579864416
2024,النقل والتخزين,متناهية الصغر,منطقة عسير,68.0,0.006654271455132596,1379.3400645129843,544.1146748975743,314.48061435472846,835.22538961541
2024,النقل والتخزين,متوسطة,منطقة عسير,31.0,0.003033564928075154,219904.89003251333,81454.91588499847,29697.642915563047,138449.97414751485
2024,النقل والتخزين,متوسطة,منطقة عسير,72.0,0.007045699187787455,510746.84136583743,189185.61108773836,68975.17064259805,321561.2302780991
2024,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدراجات النارية,صغيرة,منطقة عسير,4219.0,0.05261779451747275,2968859.64184344,1883066.6104772885,240023.69613788335,1085793.0313661515
2024,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدراجات النارية,صغيرة,منطقة عسير,1921.0,0.02395799556010077,1351784.6342690801,857400.085026516,109287.86922988242,494384.5492425641
2024,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدراجات النارية,صغيرة,منطقة عسير,1880.0,0.023446658851113716,1322933.4265621398,839100.5517177773,106955.332718469,483832.8748443625
2024,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدراجات النارية,متناهية الصغر,منطقة عسير,42835.0,0.5342221446209873,12855841.156188743,7715337.392066505,1320200.797223939,5140503.764122238
2024,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدراجات النارية,متناهية الصغر,منطقة عسير,10476.0,0.13065276495971664,3144106.267123457,1886911.9766379995,322876.70250304625,1257194.2904854575
2024,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدراجات النارية,متناهية الصغر,منطقة عسير,18633.0,0.23238382679404354,5592223.374886538,3356131.23908895,574280.4121553323,2236092.1357975877
2024,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدراجات النارية,متوسطة,منطقة عسير,101.0,0.001259634331894939,1050321.2610847459,629619.4799661017,66994.38532203391,420701.78111864417
2024,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدراجات النارية,متوسطة,منطقة عسير,77.0,0.0009603152827317851,800739.9713220339,480006.93027118646,51074.92742372882,320733.04105084745
2024,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدراجات النارية,متوسطة,منطقة عسير,40.0,0.0004988650819385897,415968.81627118646,249354.24949152544,26532.429830508478,166614.56677966102
2024,أنشطة الخدمات الأخرى,صغيرة,منطقة مكة المكرمة,2818.0,0.016996073653673335,881308.003155642,467228.49542023346,126038.15857198444,414079.5077354085
2024,أنشطة الخدمات الأخرى,صغيرة,منطقة مكة المكرمة,205.0,0.0012364070613921341,64112.1861770428,33989.29792801556,9168.851138132297,30122.888249027237
2024,أنشطة الخدمات الأخرى,صغيرة,منطقة مكة المكرمة,575.0,0.0034679710258559856,179826.86366731516,95335.83565175097,25717.50928988327,84491.0280155642
2024,أنشطة الخدمات الأخرى,صغيرة,منطقة مكة المكرمة,358.0,0.002159188916967727,111961.7690311284,59356.92028404669,16011.944914396889,52604.848747081705
2024,أنشطة الخدمات الأخرى,صغيرة,منطقة مكة المكرمة,78.0,0.000470437808724812,24393.904984435798,12932.513357976653,3488.6360428015564,11461.391626459144
2024,أنشطة الخدمات الأخرى,صغيرة,منطقة مكة المكرمة,19.0,0.00011459382520219778,5942.1050603112835,3150.227612840467,849.795959143969,2791.8774474708166
2024,أنشطة الخدمات الأخرى,صغيرة,منطقة مكة المكرمة,121.0,0.0007297817289192596,37841.82696303502,20061.97585019455,5411.858476653697,17779.851112840468
2024,أنشطة الخدمات الأخرى,صغيرة,منطقة مكة المكرمة,2231.0,0.013455727580321224,697728.2310291828,369903.0423287938,99783.93604474708,327825.188700389
2024,أنشطة الخدمات الأخرى,متناهية الصغر,منطقة مكة المكرمة,7.0,4.221877770607287e-05,126.96681064949344,54.276717191549515,21.994488337391033,72.69009345794393
2024,أنشطة الخدمات الأخرى,متناهية الصغر,منطقة مكة المكرمة,42660.0,0.25729329384872407,773772.0203296272,330777.822198786,134040.69606758593,442994.1981308412
2024,أنشطة الخدمات الأخرى,متناهية الصغر,منطقة مكة المكرمة,1108.0,0.006682629385475534,20097.032314234104,8591.228949748123,3481.4132968327517,11505.80336448598
2024,أنشطة الخدمات الأخرى,متناهية الصغر,منطقة مكة المكرمة,12.0,7.237504749612492e-05,217.6573896848459,93.04580089979916,37.7048371498132,124.61158878504673
2024,أنشطة الخدمات الأخرى,متناهية الصغر,منطقة مكة المكرمة,7830.0,0.04722471849122151,142021.44676936194,60712.38508711896,24602.406240253113,81309.06168224299
2024,أنشطة الخدمات الأخرى,متناهية الصغر,منطقة مكة المكرمة,6411.0,0.038666369124804735,116283.46043912892,49709.719130717705,20143.8092472877,66573.7413084112
2024,أنشطة الخدمات الأخرى,متناهية الصغر,منطقة مكة المكرمة,7.0,4.221877770607287e-05,126.96681064949344,54.276717191549515,21.994488337391033,72.69009345794393
2024,أنشطة الخدمات الأخرى,متناهية الصغر,منطقة مكة المكرمة,557.0,0.0033594084546117982,10102.930504538264,4318.8759250990115,1750.1328577038294,5784.054579439253
2024,أنشطة الخدمات الأخرى,متناهية الصغر,منطقة مكة المكرمة,69.0,0.0004161565231027183,1251.5299906878638,535.0133551738452,216.80281361142588,716.5166355140186
2024,أنشطة الخدمات الأخرى,متناهية الصغر,منطقة مكة المكرمة,894.0,0.005391941038461306,16215.475531521019,6931.912167035038,2809.0103676610834,9283.56336448598
2024,أنشطة الخدمات الأخرى,متناهية الصغر,منطقة مكة المكرمة,99585.0,0.6006224254084667,1806284.262647115,772163.8402172084,312903.01729701227,1034120.4224299066
2024,أنشطة الخدمات الأخرى,متوسطة,منطقة مكة المكرمة,74.0,0.00044631279289277035,168349.50978902954,85276.97864978903,28013.380675105484,83072.53113924051
2024,أنشطة الخدمات الأخرى,متوسطة,منطقة مكة المكرمة,16.0,9.650006332816656e-05,36399.89400843882,18438.26565400844,6056.94717299578,17961.628354430384
